recovery_deficit_m,exposed_area_m2,deficit_x_exposed,target
0.1,0.81,0.08,1
1.62,6.12,9.9,1
3.63,14.84,53.93,1
0.8,2.41,1.93,1
0.4,1.56,0.62,0
0.47,0.5,0.24,0
4.42,15.26,67.53,0
1.6,6.54,10.44,0
4.12,14.24,58.69,1
3.06,11.44,34.97,1
3.52,14.2,50.02,1
0.78,3.55,2.76,0
2.85,10.28,29.27,1
4.62,16.27,75.08,1
3.57,13.99,49.99,1
2.93,12.2,35.72,1
3.57,13.02,46.41,1
4.31,15.72,67.68,1
1.14,3.92,4.47,1
0.1,0.84,0.08,1
3.49,14.23,49.59,1
3.4,11.92,40.5,0
0.38,0.5,0.19,0
3.92,16.78,65.83,0
2.99,11.23,33.61,1
0.44,1.86,0.81,0
1.39,4.72,6.55,0
1.59,6.43,10.22,1
0.79,3.75,2.95,0
0.69,2.88,1.99,1
1.28,6.25,8.0,1
0.16,0.5,0.08,0
4.37,16.41,71.74,1
3.61,13.9,50.14,1
3.02,11.87,35.9,1
2.13,8.28,17.65,0
2.0,6.57,13.15,0
0.28,1.3,0.36,1
0.77,2.64,2.04,0
3.28,11.98,39.25,1
4.23,16.08,67.96,1
4.33,15.7,68.02,1
0.51,1.04,0.53,0
0.1,0.5,0.05,0
0.1,1.78,0.18,0
0.36,1.82,0.66,1
0.1,0.5,0.05,0
2.72,9.79,26.58,1
1.76,4.37,7.67,0
2.06,7.23,14.88,1
1.55,6.47,10.05,1
1.05,4.73,4.95,1
2.2,8.87,19.49,0
1.13,4.42,4.99,0
0.71,3.73,2.63,1
1.18,4.21,4.95,0
0.59,3.11,1.84,0
3.82,14.19,54.17,1
0.45,1.0,0.45,0
1.38,4.44,6.12,1
0.1,0.5,0.05,1
3.62,14.29,51.76,1
1.22,4.05,4.94,1
3.19,11.29,36.01,1
3.91,15.43,60.3,1
3.31,12.84,42.5,1
0.92,4.25,3.89,0
0.24,1.34,0.33,0
0.31,0.59,0.18,0
2.94,11.22,32.92,0
3.14,12.04,37.83,1
3.9,14.09,54.95,1
0.63,1.51,0.95,1
3.75,13.69,51.28,1
1.1,5.8,6.35,0
3.56,13.2,47.03,1
0.63,3.39,2.14,1
3.67,13.56,49.69,1
0.1,1.09,0.11,0
0.1,1.1,0.11,1
0.1,1.14,0.11,0
0.78,3.26,2.54,1
0.82,4.2,3.43,1
0.23,1.18,0.27,1
0.48,3.21,1.56,0
0.1,0.5,0.05,0
1.17,4.72,5.52,1
0.12,0.67,0.08,0
0.19,0.5,0.1,1
3.13,12.35,38.6,1
0.1,0.5,0.05,0
1.05,3.48,3.66,1
4.61,15.9,73.25,0
4.27,17.46,74.5,1
3.34,12.49,41.68,0
0.32,2.93,0.92,0
0.1,1.02,0.1,0
2.45,9.67,23.71,0
3.46,12.68,43.88,1
2.96,10.4,30.74,1
3.64,14.27,52.01,1
1.0,3.74,3.73,1
0.1,0.5,0.05,0
0.34,0.5,0.17,1
1.12,3.51,3.94,0
3.56,14.98,53.31,1
0.1,2.15,0.22,0
0.1,0.54,0.05,1
0.14,0.64,0.09,1
3.45,12.86,44.4,1
3.75,13.51,50.73,1
0.1,1.48,0.15,0
0.1,1.88,0.19,0
0.29,0.5,0.14,0
0.1,0.5,0.05,0
0.49,1.5,0.73,0
2.99,11.04,33.07,0
0.1,1.33,0.13,0
3.32,11.57,38.42,1
1.2,4.94,5.95,1
4.18,16.47,68.88,1
0.85,3.11,2.64,0
0.53,2.73,1.44,1
0.1,0.5,0.05,1
2.66,11.06,29.38,1
3.96,13.83,54.76,1
0.76,2.62,1.99,1
3.99,15.11,60.33,0
0.1,0.5,0.05,0
0.88,2.47,2.17,1
2.17,7.59,16.44,1
3.31,13.33,44.11,1
0.1,0.5,0.05,0
3.27,11.76,38.45,1
4.88,19.18,93.55,0
3.88,13.43,52.05,1
3.76,12.65,47.62,0
0.85,2.94,2.49,1
4.54,16.1,73.12,1
4.68,16.67,78.1,0
4.0,15.66,62.64,0
3.47,13.9,48.28,1
0.39,2.13,0.84,0
0.49,2.75,1.35,1
2.91,12.05,35.04,1
3.75,12.55,47.07,1
0.1,0.74,0.07,0
0.1,0.5,0.05,0
3.54,12.87,45.6,1
2.7,10.71,28.91,0
0.1,0.5,0.05,0
3.08,10.3,31.69,1
1.49,6.17,9.19,1
1.0,4.19,4.18,0
3.75,14.36,53.89,1
0.84,2.49,2.09,1
0.1,0.98,0.1,0
0.65,3.03,1.98,0
4.28,16.34,69.97,0
0.1,0.5,0.05,0
0.1,0.5,0.05,0
3.25,13.02,42.33,1
4.15,16.82,69.78,1
4.11,15.36,63.18,1
4.14,15.52,64.21,1
2.96,11.13,33.0,1
3.53,13.63,48.1,1
0.19,0.5,0.09,0
1.61,3.81,6.15,0
0.1,1.33,0.13,0
3.05,13.02,39.69,1
4.27,15.73,67.13,1
4.14,14.89,61.73,1
2.67,10.02,26.71,0
1.77,6.58,11.65,1
3.48,14.02,48.8,0
3.12,11.9,37.15,1
0.93,2.91,2.72,0
1.66,5.24,8.68,0
0.64,3.12,1.99,1
2.56,10.19,26.05,1
0.23,1.72,0.4,1
0.95,2.85,2.72,1
3.4,14.38,48.84,1
0.49,0.5,0.24,1
2.97,11.87,35.3,1
3.79,12.87,48.75,1
3.57,12.93,46.17,1
0.78,4.2,3.27,0
0.1,1.05,0.1,0
4.21,15.54,65.37,0
0.1,0.5,0.05,0
1.04,4.05,4.23,1
3.13,12.32,38.61,1
1.12,5.25,5.87,1
1.34,4.73,6.33,1
3.57,12.29,43.91,1
0.34,1.41,0.48,1
3.15,11.62,36.66,1
3.21,11.15,35.76,0
3.45,13.33,45.94,1
0.67,2.38,1.6,0
2.89,11.22,32.38,0
4.82,17.59,84.72,1
2.54,10.04,25.5,1
2.69,9.16,24.63,1
3.49,12.61,44.03,1
3.26,12.18,39.65,1
4.53,18.59,84.13,1
3.14,12.57,39.53,1
2.8,11.51,32.27,1
3.91,16.01,62.67,1
0.1,3.26,0.33,0
0.95,3.64,3.45,1
1.14,5.46,6.22,1
4.35,17.34,75.4,1
1.25,5.53,6.88,1
2.76,11.91,32.9,1
0.66,2.16,1.42,1
0.56,1.73,0.97,1
0.47,2.04,0.96,0
1.27,4.67,5.91,0
2.72,10.57,28.72,1
0.31,2.44,0.76,0
2.89,10.61,30.72,1
1.04,3.72,3.88,1
0.21,0.92,0.19,0
2.59,9.66,25.02,1
0.1,0.5,0.05,0
0.49,1.39,0.68,0
0.1,0.93,0.09,0
1.43,6.58,9.4,1
3.63,12.85,46.6,1
0.27,0.5,0.13,0
0.94,3.59,3.37,0
3.45,11.43,39.4,1
3.42,12.62,43.1,1
3.42,11.61,39.72,1
0.38,2.56,0.98,1
4.23,15.45,65.3,0
0.76,4.2,3.19,0
0.1,1.27,0.13,0
3.11,11.31,35.18,1
4.59,16.6,76.23,1
2.85,10.67,30.38,1
1.06,3.94,4.17,1
1.38,5.52,7.61,1
2.89,10.34,29.85,1
0.1,0.98,0.1,0
0.63,2.6,1.64,1
4.15,15.49,64.24,1
3.25,11.79,38.33,1
0.55,1.94,1.06,0
0.1,0.5,0.05,0
4.24,16.17,68.65,1
2.81,10.75,30.2,1
4.12,15.87,65.44,1
2.86,12.27,35.07,1
0.24,0.81,0.2,0
0.55,2.87,1.57,1
0.1,0.56,0.06,1
3.13,11.71,36.64,1
3.24,12.23,39.68,1
0.1,0.5,0.05,0
0.18,0.9,0.16,1
3.59,12.89,46.31,1
0.9,2.26,2.03,0
0.62,2.87,1.77,1
4.27,16.93,72.19,0
0.75,3.44,2.57,1
1.12,4.4,4.95,1
3.31,13.18,43.6,1
0.1,0.95,0.1,1
0.1,1.01,0.1,0
0.1,0.5,0.05,1
0.1,0.5,0.05,0
3.39,12.57,42.58,1
3.49,13.24,46.18,1
4.44,16.68,74.08,1
5.9,20.91,123.28,0
0.56,3.5,1.95,0
3.31,12.35,40.86,1
1.38,5.38,7.42,0
0.46,2.74,1.26,1
5.64,19.54,110.14,1
1.18,4.08,4.82,0
1.34,4.79,6.42,0
0.78,2.71,2.12,0
0.16,0.5,0.08,0
2.41,10.3,24.77,1
4.47,17.54,78.48,0
2.57,10.53,27.04,0
0.1,0.5,0.05,1
3.64,12.7,46.16,0
2.97,9.63,28.64,1
4.2,14.75,61.99,0
1.48,5.9,8.73,1
0.68,2.61,1.77,0
2.7,10.09,27.26,1
3.97,14.78,58.65,1
2.75,12.06,33.19,1
3.18,11.41,36.25,0
3.59,14.39,51.68,1
3.9,14.81,57.69,1
0.1,0.5,0.05,0
3.34,13.65,45.62,1
2.53,10.8,27.35,0
3.92,14.69,57.54,1
2.61,10.55,27.51,1
2.3,9.01,20.69,1
3.45,13.13,45.35,1
0.31,1.36,0.43,0
0.55,1.54,0.84,0
1.01,3.58,3.61,0
2.88,10.48,30.2,1
0.57,2.87,1.62,0
4.31,16.29,70.17,0
0.41,0.51,0.21,1
0.34,0.71,0.24,1
0.1,0.5,0.05,0
4.1,15.18,62.21,1
3.43,13.08,44.9,1
3.45,13.0,44.85,1
0.1,1.96,0.2,0
0.43,2.11,0.91,0
0.1,0.8,0.08,1
0.71,1.4,1.0,1
3.7,13.78,51.03,1
3.36,12.39,41.7,1
0.1,0.5,0.05,0
3.47,12.54,43.52,1
3.65,12.42,45.34,1
1.16,3.4,3.95,0
2.83,11.44,32.36,1
0.41,1.46,0.6,1
5.12,19.04,97.42,0
4.4,16.71,73.47,1
4.36,17.51,76.34,1
0.75,2.85,2.14,0
3.37,13.23,44.54,1
0.1,0.5,0.05,1
0.1,0.5,0.05,0
0.61,2.62,1.61,1
0.56,3.65,2.05,1
4.6,18.61,85.57,1
3.39,13.33,45.14,1
1.35,5.24,7.06,1
0.58,3.33,1.94,0
1.21,5.24,6.36,1
2.59,7.99,20.67,1
0.18,0.5,0.09,0
0.94,3.84,3.61,0
3.51,11.9,41.72,1
2.7,9.56,25.86,1
0.49,1.29,0.63,1
4.4,16.51,72.59,1
3.7,13.81,51.04,1
0.1,0.5,0.05,0
1.43,6.1,8.72,1
0.78,2.76,2.15,1
4.51,16.83,75.88,0
0.85,2.15,1.82,0
3.28,13.3,43.65,1
0.67,2.0,1.33,0
1.45,4.64,6.74,0
0.73,2.96,2.17,0
4.52,16.56,74.85,1
4.27,15.79,67.39,1
2.86,11.09,31.77,1
0.47,1.53,0.72,0
0.38,3.29,1.25,0
0.1,0.5,0.05,0
2.83,11.25,31.86,1
4.58,15.83,72.44,1
4.07,14.76,60.03,1
3.16,11.12,35.08,1
1.55,5.15,8.0,0
3.33,12.98,43.18,0
0.99,4.57,4.51,0
3.35,13.02,43.66,1
4.15,15.59,64.66,1
0.87,2.79,2.42,1
3.07,12.55,38.48,0
3.4,14.57,49.49,0
2.99,11.46,34.26,1
3.45,13.86,47.84,1
3.2,12.42,39.72,1
1.13,4.9,5.55,0
4.83,17.44,84.3,1
4.21,15.6,65.64,1
1.28,5.2,6.67,0
0.75,3.81,2.84,1
3.43,12.39,42.56,1
0.1,0.5,0.05,0
2.05,7.38,15.11,1
0.39,2.29,0.89,1
0.15,0.5,0.08,0
0.1,0.5,0.05,1
4.02,15.39,61.84,1
3.27,12.32,40.26,1
0.29,1.58,0.46,0
1.36,4.17,5.66,1
3.16,11.74,37.09,1
1.08,5.05,5.44,0
1.87,6.17,11.56,0
0.61,3.5,2.14,0
1.87,6.26,11.71,0
3.2,12.84,41.09,1
0.12,0.5,0.06,0
4.93,17.81,87.74,1
2.59,9.43,24.4,1
3.48,13.66,47.56,1
0.68,2.56,1.73,1
0.29,1.98,0.56,0
3.04,12.7,38.6,1
1.04,3.02,3.15,1
4.59,16.43,75.35,1
3.44,12.02,41.32,1
1.54,5.13,7.9,0
0.86,4.15,3.57,0
1.68,6.82,11.45,1
2.17,7.8,16.89,1
0.81,3.06,2.46,1
3.92,16.01,62.74,1
3.03,13.05,39.61,1
0.78,3.16,2.46,0
3.48,11.08,38.53,1
3.39,13.12,44.5,1
4.42,17.53,77.41,1
3.59,13.83,49.69,1
3.06,12.21,37.33,1
3.62,14.06,50.94,1
0.35,0.5,0.17,1
4.41,16.03,70.65,1
4.04,15.11,61.08,1
1.84,7.85,14.47,1
1.18,3.86,4.55,1
0.17,1.03,0.18,1
3.19,12.37,39.5,1
0.24,2.2,0.54,1
2.88,10.9,31.35,1
4.45,15.51,69.04,1
3.2,12.66,40.46,1
2.83,12.47,35.34,1
0.58,2.77,1.61,0
2.97,10.66,31.65,1
1.43,4.57,6.53,1
1.28,4.09,5.23,1
0.96,5.27,5.07,0
0.37,1.15,0.43,0
0.21,0.5,0.1,1
0.62,2.22,1.37,1
0.1,0.5,0.05,0
0.33,2.5,0.82,0
1.23,3.87,4.76,0
0.38,2.38,0.9,0
0.1,0.5,0.05,1
0.1,1.35,0.13,1
0.67,3.82,2.56,1
1.64,6.3,10.32,0
3.81,14.21,54.08,1
0.1,0.5,0.05,0
0.53,1.94,1.03,0
3.93,13.6,53.45,1
3.21,13.45,43.2,1
3.84,14.79,56.81,1
0.1,0.5,0.05,0
3.66,12.26,44.86,0
3.77,12.46,46.95,1
4.34,17.11,74.3,1
0.92,3.0,2.76,1
1.79,6.45,11.57,1
0.54,2.44,1.32,0
4.34,16.08,69.83,1
0.1,0.82,0.08,1
0.11,0.51,0.06,0
1.44,5.39,7.73,1
4.47,15.71,70.18,1
1.68,5.71,9.58,1
3.91,15.35,60.03,1
4.08,14.94,60.92,1
2.69,11.19,30.09,1
3.07,13.55,41.64,1
1.25,5.27,6.57,0
4.26,17.37,73.94,1
3.34,13.28,44.37,1
3.39,12.44,42.15,0
5.82,22.28,129.65,1
3.43,14.65,50.27,1
0.1,0.5,0.05,0
1.44,4.64,6.68,0
3.86,13.74,52.98,1
1.07,3.91,4.2,1
1.52,4.98,7.57,1
4.26,17.54,74.78,1
0.59,2.42,1.43,1
0.79,3.77,2.97,1
1.54,5.6,8.6,0
0.14,0.5,0.07,1
0.18,0.5,0.09,1
1.09,3.41,3.72,1
3.02,11.75,35.48,1
3.95,15.43,60.96,1
0.38,1.92,0.72,1
3.29,11.33,37.31,1
0.87,3.29,2.85,0
0.2,0.5,0.1,0
3.11,12.13,37.7,1
0.1,0.76,0.08,1
0.15,0.5,0.07,0
2.01,8.41,16.91,1
0.52,3.84,1.99,0
1.32,5.69,7.52,0
3.66,13.77,50.4,0
3.43,12.79,43.93,1
3.64,13.68,49.82,0
1.67,5.72,9.54,0
2.49,9.68,24.12,1
4.34,15.6,67.75,1
1.97,5.99,11.82,1
0.74,2.98,2.2,0
3.94,14.99,59.06,0
3.76,13.83,52.03,1
1.21,3.58,4.33,1
4.3,16.56,71.13,1
0.1,0.5,0.05,0
2.53,9.5,24.04,1
0.1,1.79,0.18,0
1.46,6.08,8.9,1
2.13,7.0,14.92,1
0.1,0.5,0.05,0
0.46,1.87,0.86,0
0.27,0.5,0.14,1
3.05,10.01,30.56,1
0.81,3.52,2.87,0
3.13,12.14,37.96,1
3.21,12.55,40.23,1
0.49,2.07,1.02,0
3.92,14.84,58.14,1
0.44,1.13,0.5,1
3.38,13.27,44.91,1
3.89,16.02,62.35,1
1.02,3.46,3.52,0
4.02,14.47,58.25,0
1.97,6.59,12.99,0
3.59,12.97,46.62,1
0.1,0.54,0.05,0
2.93,9.42,27.61,1
0.53,2.37,1.26,0
1.75,7.17,12.56,0
2.61,8.49,22.2,1
2.96,10.45,30.88,1
3.4,13.0,44.27,1
2.85,10.71,30.54,0
4.16,16.21,67.35,1
2.98,11.21,33.42,1
0.45,2.7,1.2,0
3.12,11.6,36.23,1
3.18,11.31,36.03,1
0.69,1.77,1.22,1
3.46,13.73,47.5,1
3.46,13.18,45.66,1
0.93,4.06,3.79,1
1.18,4.96,5.83,0
0.42,0.5,0.21,1
3.37,11.88,40.01,1
3.76,13.49,50.79,0
1.1,3.53,3.89,1
0.49,1.53,0.75,0
3.27,13.21,43.17,1
0.92,4.47,4.13,0
3.34,12.45,41.54,1
3.82,14.33,54.81,0
0.62,1.79,1.1,1
0.9,3.48,3.12,1
0.67,2.69,1.79,1
0.67,3.2,2.15,1
0.24,1.55,0.37,0
2.79,8.75,24.39,1
4.06,15.29,62.04,1
0.13,1.58,0.2,0
0.1,0.5,0.05,0
4.44,17.8,79.07,0
4.54,17.0,77.16,1
0.43,1.77,0.76,0
1.14,3.44,3.93,0
0.37,0.54,0.2,1
1.09,4.72,5.15,1
3.11,12.53,39.01,1
1.12,4.27,4.77,1
0.6,1.29,0.77,0
0.1,0.5,0.05,1
2.36,9.98,23.56,1
0.92,4.87,4.46,1
3.17,11.8,37.44,1
4.38,15.31,67.02,0
0.16,1.3,0.21,0
2.92,10.89,31.83,0
2.1,8.73,18.32,1
1.12,4.49,5.04,1
0.54,1.35,0.73,1
3.15,12.03,37.94,1
2.58,10.87,28.07,1
3.54,13.34,47.23,1
1.44,4.65,6.71,0
0.1,0.5,0.05,1
3.69,13.41,49.48,1
4.29,15.97,68.52,1
0.78,3.63,2.85,1
1.01,2.96,3.0,1
0.84,4.42,3.7,1
0.35,0.5,0.17,0
0.25,2.81,0.7,0
3.8,15.84,60.26,1
0.19,0.83,0.16,0
4.19,14.62,61.32,0
0.1,0.5,0.05,1
1.07,3.74,3.99,0
4.76,17.08,81.32,1
2.25,8.78,19.73,0
3.84,13.93,53.45,1
4.05,14.83,60.11,0
1.09,3.98,4.33,1
1.16,3.94,4.56,0
0.24,2.57,0.61,0
0.6,1.84,1.09,1
4.98,19.28,96.07,1
0.58,2.31,1.34,1
0.65,2.77,1.81,1
0.29,1.44,0.42,0
3.33,13.38,44.6,0
2.46,9.58,23.59,1
0.23,1.05,0.24,0
0.1,0.5,0.05,0
0.77,2.82,2.17,1
1.56,5.18,8.06,1
0.4,1.45,0.57,0
2.81,10.89,30.63,1
0.1,0.7,0.07,0
3.01,11.58,34.84,1
0.63,2.21,1.39,0
0.68,2.55,1.74,1
0.78,2.54,1.99,0
0.49,2.11,1.04,1
4.11,15.42,63.33,1
3.51,13.49,47.41,1
1.42,6.19,8.76,1
4.03,14.76,59.55,1
0.73,3.25,2.38,0
0.1,0.5,0.05,0
0.81,4.7,3.81,1
0.83,2.99,2.48,0
4.04,15.9,64.17,1
2.95,11.22,33.07,1
0.1,0.5,0.05,0
1.54,5.42,8.32,0
1.41,6.07,8.56,0
1.33,4.7,6.24,1
0.99,1.99,1.97,0
1.35,5.1,6.88,1
3.32,11.76,39.1,1
3.56,13.64,48.6,1
3.88,16.0,62.17,1
0.62,2.98,1.86,1
3.1,13.03,40.44,1
0.28,0.61,0.17,0
0.5,1.78,0.89,0
0.99,2.92,2.88,1
0.1,0.5,0.05,1
3.15,11.24,35.46,1
0.85,2.18,1.85,0
4.14,16.83,69.69,1
0.3,0.5,0.15,0
0.1,1.48,0.15,0
0.1,1.38,0.14,0
2.77,10.92,30.26,1
2.34,8.02,18.8,0
0.1,0.5,0.05,1
0.64,2.01,1.29,1
3.17,12.56,39.87,1
0.45,1.71,0.77,1
4.03,14.49,58.45,1
4.33,17.39,75.36,0
0.45,3.06,1.38,1
1.21,4.43,5.39,0
4.51,17.24,77.83,0
3.02,10.27,31.0,1
4.24,15.8,67.04,1
1.23,5.08,6.24,0
0.1,0.66,0.07,0
0.42,1.18,0.49,1
1.7,6.25,10.63,1
3.22,11.87,38.23,0
0.53,1.78,0.94,0
3.17,12.4,39.34,1
3.53,11.83,41.75,1
3.53,13.36,47.18,1
3.77,14.59,54.94,1
0.95,3.15,2.98,0
2.87,10.51,30.14,1
2.78,10.21,28.42,0
3.33,12.28,40.95,0
2.72,10.33,28.08,1
3.28,12.56,41.2,1
0.63,0.72,0.45,1
2.95,11.75,34.71,1
3.68,13.77,50.74,0
4.99,20.5,102.2,0
3.18,11.14,35.43,1
3.48,12.55,43.73,0
1.32,4.87,6.44,0
2.75,10.79,29.72,1
0.34,0.5,0.17,0
1.16,3.75,4.35,1
0.1,0.85,0.09,0
0.25,0.5,0.12,1
0.1,1.48,0.15,0
3.19,11.74,37.42,1
1.07,3.33,3.55,0
1.17,4.94,5.78,1
0.81,4.38,3.56,1
3.01,11.75,35.32,1
2.53,10.62,26.85,0
0.57,3.51,2.0,0
0.1,0.5,0.05,1
3.68,14.74,54.28,1
2.77,9.31,25.8,0
3.21,12.54,40.29,1
1.07,4.0,4.26,1
4.5,18.11,81.58,1
0.14,1.48,0.21,0
3.68,14.45,53.24,1
0.82,3.36,2.76,1
0.61,2.71,1.64,1
2.94,11.22,32.96,1
3.46,13.1,45.35,1
0.1,1.53,0.15,0
0.54,3.32,1.81,1
2.36,8.84,20.83,1
3.89,14.98,58.34,1
0.33,1.3,0.43,1
3.39,11.6,39.34,0
0.68,2.31,1.57,1
4.09,16.82,68.75,1
3.96,14.44,57.17,1
2.95,12.92,38.16,1
3.77,15.25,57.45,1
4.2,16.3,68.53,1
0.76,3.34,2.54,0
1.27,4.07,5.15,1
0.67,2.35,1.58,0
0.1,1.53,0.15,0
3.99,14.68,58.58,1
0.68,3.43,2.32,0
3.41,11.85,40.37,0
0.1,0.5,0.05,1
3.54,14.96,52.92,1
2.36,8.95,21.1,1
0.13,0.5,0.07,1
3.48,14.3,49.74,1
0.44,2.68,1.19,0
0.97,4.41,4.26,1
3.61,13.28,48.0,1
3.23,12.03,38.83,1
2.75,10.69,29.37,1
3.99,15.73,62.79,0
0.1,0.5,0.05,0
1.04,4.07,4.22,1
2.74,10.64,29.21,1
0.29,2.11,0.6,1
0.51,2.53,1.28,0
4.0,14.01,56.1,1
1.41,5.17,7.27,0
0.1,0.5,0.05,0
3.32,13.06,43.33,1
0.1,1.12,0.11,1
3.02,11.54,34.82,1
0.5,1.7,0.86,1
1.6,6.14,9.84,0
0.67,2.72,1.83,1
3.38,12.32,41.61,1
0.86,2.3,1.99,1
0.99,2.12,2.11,1
1.03,4.94,5.11,1
1.51,6.14,9.29,1
0.58,2.51,1.46,1
0.1,1.39,0.14,1
3.55,12.49,44.35,0
3.64,12.43,45.21,1
0.99,4.08,4.04,1
0.1,0.61,0.06,1
4.34,15.1,65.52,0
0.4,1.8,0.72,0
0.1,0.5,0.05,1
2.57,9.13,23.47,1
0.26,0.74,0.19,1
1.08,2.17,2.35,0
0.14,0.5,0.07,1
4.25,15.59,66.28,1
3.82,14.95,57.03,1
4.11,15.47,63.53,1
0.38,1.94,0.73,0
4.19,13.87,58.07,1
3.08,11.04,34.03,0
0.3,1.58,0.47,0
0.1,0.5,0.05,0
3.52,14.05,49.48,1
0.65,1.01,0.65,1
3.22,12.83,41.35,1
3.59,13.11,47.02,1
3.32,12.04,40.04,1
0.1,1.17,0.12,1
0.1,1.31,0.13,1
3.8,15.27,58.05,1
0.32,2.83,0.9,0
3.14,12.95,40.68,1
3.04,10.93,33.25,1
1.5,5.8,8.69,0
2.4,8.83,21.17,1
4.29,17.92,76.87,1
0.2,1.64,0.33,1
0.1,0.5,0.05,1
2.93,11.85,34.74,1
0.51,0.94,0.47,0
3.26,12.57,40.91,1
3.89,14.02,54.48,0
1.06,2.68,2.85,0
0.95,4.23,4.01,0
3.79,15.13,57.34,1
0.91,3.83,3.49,0
1.1,4.04,4.46,1
0.4,0.5,0.2,1
1.85,6.11,11.33,1
3.72,13.36,49.67,0
0.5,1.71,0.85,0
4.06,16.27,66.01,1
0.52,2.83,1.48,1
2.62,8.64,22.62,1
3.52,12.83,45.21,0
1.3,4.37,5.7,1
0.27,0.5,0.14,0
0.38,1.89,0.72,0
4.24,15.92,67.53,1
0.1,0.5,0.05,1
3.87,15.79,61.13,0
0.34,1.35,0.45,0
3.19,11.79,37.64,1
0.4,1.97,0.79,0
0.26,1.83,0.47,0
5.23,20.11,105.22,1
1.48,6.19,9.17,0
0.93,3.42,3.19,0
0.1,0.5,0.05,0
4.49,17.17,77.18,1
0.58,1.62,0.94,1
0.78,2.51,1.95,1
0.59,3.35,1.98,1
0.1,1.99,0.2,1
3.39,14.17,48.12,1
0.1,0.5,0.05,1
0.77,1.79,1.37,0
0.64,1.47,0.94,0
3.4,13.02,44.27,1
1.31,2.72,3.55,1
2.84,10.3,29.21,1
2.91,12.18,35.42,0
3.8,15.22,57.78,1
4.1,15.16,62.08,1
3.74,13.88,51.97,1
1.43,5.89,8.43,1
0.1,1.13,0.11,1
2.62,9.52,24.91,1
0.1,0.5,0.05,1
1.59,5.58,8.85,0
1.02,2.8,2.85,1
1.28,4.69,6.0,1
0.37,1.16,0.43,0
2.96,10.23,30.27,1
0.43,2.14,0.91,0
4.32,16.82,72.73,1
0.4,2.08,0.84,1
3.74,13.61,50.97,1
3.15,10.39,32.76,1
0.46,2.12,0.98,0
2.33,8.33,19.43,1
0.67,1.83,1.22,0
1.37,4.21,5.78,0
3.47,12.95,44.87,1
0.52,3.22,1.66,1
3.06,11.21,34.23,1
1.1,3.29,3.61,1
0.1,0.9,0.09,0
0.39,1.6,0.62,0
3.15,10.26,32.27,1
1.03,4.45,4.58,1
2.79,12.29,34.23,1
1.37,3.12,4.27,1
3.46,12.16,42.08,1
3.16,9.72,30.7,1
2.54,9.59,24.36,0
1.95,8.21,16.01,0
0.77,3.01,2.32,0
3.44,14.17,48.7,0
3.18,12.74,40.48,0
0.1,1.74,0.17,1
3.59,14.57,52.3,1
3.2,11.82,37.78,1
1.22,4.69,5.73,0
1.7,5.76,9.78,0
4.09,15.36,62.86,1
0.32,1.27,0.41,1
0.26,0.91,0.23,1
0.74,3.9,2.89,0
1.49,5.39,8.01,1
0.1,0.5,0.05,0
0.77,2.21,1.69,1
0.1,0.9,0.09,1
0.1,0.5,0.05,1
0.93,3.39,3.17,0
2.72,11.41,31.07,1
0.2,0.99,0.2,0
0.32,1.15,0.36,0
2.56,9.7,24.82,1
1.97,6.67,13.17,0
3.24,11.62,37.6,1
4.64,17.49,81.25,0
0.1,0.6,0.06,1
0.3,1.9,0.57,1
4.13,15.78,65.25,1
4.31,17.47,75.34,1
2.8,11.94,33.48,1
4.45,17.56,78.23,1
0.1,1.36,0.14,1
3.7,13.27,49.08,1
0.47,0.88,0.41,1
0.1,0.79,0.08,1
0.4,0.5,0.2,1
4.38,16.4,71.81,1
3.21,12.82,41.15,1
0.1,1.51,0.15,1
2.9,10.8,31.29,1
0.1,0.5,0.05,0
0.1,0.64,0.06,0
1.03,3.07,3.18,1
0.82,2.98,2.45,1
1.03,3.89,3.99,1
1.15,4.36,5.03,1
0.91,3.53,3.22,0
2.19,7.65,16.76,1
0.65,1.89,1.23,0
0.53,1.4,0.73,0
0.91,2.17,1.98,0
1.38,5.52,7.63,1
0.31,1.89,0.58,0
3.46,13.79,47.73,1
3.21,11.97,38.37,1
1.73,5.94,10.28,1
0.92,4.09,3.76,0
0.1,0.89,0.09,0
0.91,3.65,3.34,1
0.1,1.78,0.18,1
3.89,14.78,57.54,1
3.64,13.62,49.57,1
1.23,4.35,5.35,1
0.1,0.5,0.05,0
0.1,0.91,0.09,0
0.35,1.23,0.42,0
0.46,2.15,0.98,1
1.27,6.32,8.06,1
1.74,6.29,10.91,1
4.32,14.55,62.83,1
2.95,11.61,34.27,1
3.2,12.28,39.24,1
2.77,9.94,27.54,0
0.87,3.64,3.17,1
4.11,16.23,66.67,1
0.93,2.76,2.56,0
4.57,17.11,78.09,0
0.44,2.84,1.24,0
3.65,13.3,48.59,1
1.42,5.46,7.77,1
0.1,0.5,0.05,1
3.06,10.46,32.04,1
1.41,5.47,7.7,0
3.66,14.89,54.5,0
2.13,7.02,14.99,0
3.56,13.6,48.44,1
3.31,12.26,40.52,1
3.21,12.97,41.65,0
2.91,10.08,29.32,1
4.06,15.77,64.02,1
0.73,2.26,1.65,1
0.1,0.56,0.06,0
0.14,0.6,0.09,1
4.18,15.7,65.66,1
2.92,11.47,33.47,1
2.35,8.98,21.14,1
